SHARECLASS_ID,SHARECLASS_NAME,FUND_NAME,CATEGORY,SHARPE_RATIO_1Y,SHARPE_RATIO_3Y,SHARPE_RATIO_5Y,BETA_1Y,BETA_3Y,BETA_5Y,INFO_RATIO_3Y,INFO_RATIO_5Y
FEUSA04AER                    ,SPDR S&P Biotech ETF,SPDRS&PBiotech ETF,Fixed Income,1.92,0.56,0.88,2.38,2.2,2.04,0.41,0.45388
FEUSA04AED                    ,SPDR S&P Capital Markets ETF,SPDRS&PCapital Markets ETF,Fixed Income,2.24,0.32,0.71,0.9,1.27,1.3,-0.67,-0.38049
FOUSA068WZ                    ,SPDR S&P China ETF,SPDRS&PChina ETF,Fixed Income,3.09,0.63,0.65,0.93,0.99,0.98,-0.1,0.21725
FEUSA04AEE                    ,SPDR S&P Dividend ETF,SPDRS&PDividend ETF,Fixed Income,2.92,1.08,1.42,0.75,0.83,0.89,0.58,0.22118
FOUSA068WY                    ,SPDR S&P Emerging Asia Pacific ETF,SPDRS&PEmerging Asia Pacific ETF,Fixed Income,2.69,0.6,0.71,0.98,0.94,0.95,-0.19,0.25267
FOUSA068X3                    ,SPDR S&P Emerging Europe ETF,SPDRS&PEmerging Europe ETF,Fixed Income,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>
FOUSA068X4                    ,SPDR S&P Emerging Latin America ETF,SPDRS&PEmerging Latin America ETF,Fixed Income,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>
FOUSA06TZN                    ,SPDR S&P Emerging Markets Small Cap ETF,SPDRS&PEmerging Markets Small Cap ETF,Fixed Income,2.09,0.36,0.44,0.85,0.89,0.89,-0.18,0.15621
FOUSA068X5                    ,SPDR S&P Emerging Middle East & Africa ETF,SPDRS&PEmerging Middle East & Africa ETF,Fixed Income,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>
FOUSA06AMU                    ,SPDR S&P Global Infrastructure ETF,SPDRS&PGlobal Infrastructure ETF,Fixed Income,1.87,0.47,0.8,1.03,0.95,0.96,0.29,-0.2322
F00000J74G                    ,SPDR S&P Global Natural Resources ETF,SPDRS&PGlobal Natural Resources ETF,Fixed Income,2.61,0.2,0.12,0.35,0.78,0.76,0.71,0.15081
FEUSA04AHC                    ,SPDR S&P Health Care Equipment ETF,SPDRS&PHealth Care Equipment ETF,Fixed Income,3.96,1.29,1.42,0.79,0.93,0.89,1.14,0.29733
FEUSA04AHD                    ,SPDR S&P Health Care Services ETF,SPDRS&PHealth Care Services ETF,Fixed Income,1.32,0.26,1.02,1.45,0.98,0.93,-0.54,-0.34211
FEUSA04AES                    ,SPDR S&P Homebuilders ETF,SPDRS&PHomebuilders ETF,Fixed Income,3.37,0.69,0.66,0.76,1.08,1.16,-0.04,-0.47281
FEUSA04AEC                    ,SPDR S&P Insurance ETF,SPDRS&PInsurance ETF,Fixed Income,2.25,1.14,1.43,0.58,0.71,0.79,-0.04,0.02738
FOUSA06VOC                    ,SPDR S&P International Consumer Discretionary Sector ETF,SPDRS&PInternational Consumer Discretionary Sector ETF,Fixed Income,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>
FOUSA06VOD                    ,SPDR S&P International Consumer Staples Sector ETF,SPDRS&PInternational Consumer Staples Sector ETF,Fixed Income,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>
FOUSA06PCH                    ,SPDR S&P International Dividend ETF,SPDRS&PInternational Dividend ETF,Fixed Income,2.65,0.08,0.26,1.01,1.04,1.04,-0.52,-0.53817
FOUSA06VOE                    ,SPDR S&P International Energy Sector ETF,SPDRS&PInternational Energy Sector ETF,Fixed Income,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>
FOUSA06VOF                    ,SPDR S&P International Financial Sector ETF,SPDRS&PInternational Financial Sector ETF,Fixed Income,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>
FOUSA06VOH                    ,SPDR S&P International Health Care Sector ETF,SPDRS&PInternational Health Care Sector ETF,Fixed Income,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>
FOUSA06VOI                    ,SPDR S&P International Industrial Sector ETF,SPDRS&PInternational Industrial Sector ETF,Fixed Income,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>
FOUSA06VOJ                    ,SPDR S&P International Materials Sector ETF,SPDRS&PInternational Materials Sector ETF,Fixed Income,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>
FOUSA06F92                    ,SPDR S&P International Small Cap ETF,SPDRS&PInternational Small Cap ETF,Fixed Income,3.67,0.9,0.91,0.85,0.94,0.96,0.22,-0.01868
FOUSA06VOK                    ,SPDR S&P International Technology Sector ETF,SPDRS&PInternational Technology Sector ETF,Fixed Income,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>
FOUSA06VOL                    ,SPDR S&P International Telecommunications Sector ETF,SPDRS&PInternational Telecommunications Sector ETF,Fixed Income,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>
FOUSA06VOM                    ,SPDR S&P International Utilities Sector ETF,SPDRS&PInternational Utilities Sector ETF,Fixed Income,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>
FEUSA04AGF                    ,SPDR S&P Metals and Mining ETF,SPDRS&PMetals and Mining ETF,Fixed Income,0.97,0.11,-0.02,1.03,1.33,1.28,0.3,-0.05232
FEUSA04AG7                    ,SPDR S&P Oil & Gas Equipment & Services ETF,SPDRS&POil & Gas Equipment & Services ETF,Fixed Income,-0.15,-0.53,-0.29,2.21,1.81,1.71,-0.71,-0.61677
FEUSA04AG8                    ,SPDR S&P Oil & Gas Exploration & Production ETF,SPDRS&POil & Gas Exploration & Production ETF,Fixed Income,-0.01,-0.36,-0.13,1.53,1.69,1.63,-0.4,-0.34261
FEUSA04AG9                    ,SPDR S&P Pharmaceuticals ETF,SPDRS&PPharmaceuticals ETF,Fixed Income,0.21,-0.19,0.59,1.36,1.55,1.45,-0.93,-0.33389
FEUSA04AGB                    ,SPDR S&P Regional Banking ETF,SPDRS&PRegional Banking ETF,Fixed Income,1.27,0.71,0.91,1.46,1.32,1.29,0.18,0.06046
FEUSA04AGA                    ,SPDR S&P Retail ETF,SPDRS&PRetail ETF,Fixed Income,-0.34,-0.14,0.45,1.18,0.9,1.05,-1.26,-0.96482
FOUSA0861F                    ,SPDR S&P Russia ETF,SPDRS&PRussia ETF,Fixed Income,<null>,<null>,<null>,<null>,<null>,<null>,<null>,<null>
FEUSA04AET                    ,SPDR S&P Semiconductor ETF,SPDRS&PSemiconductor ETF,Fixed Income,2.48,1.31,1.49,0.86,0.98,1.05,0.58,0.63659
F00000N298                    ,SPDR S&P Software & Services ETF,SPDRS&PSoftware & Services ETF,Fixed Income,4.3,1.12,1.34,0.45,0.73,0.8,-0.36,-0.11741
FEUSA04AHG                    ,SPDR S&P Telecom ETF,SPDRS&PTelecom ETF,Fixed Income,1.27,0.62,0.94,0.29,0.36,0.24,0.36,0.39423
FEUSA04AHH                    ,SPDR S&P Transportation ETF,SPDRS&PTransportation ETF,Fixed Income,1.56,0.48,1.19,1.45,1.29,1.19,-0.25,0.39724
FEUSA04ABP                    ,SPDR STOXX Europe 50 ETF,SPDRSTOXXEurope 50 ETF,Fixed Income,2.56,0.27,0.5,1.08,1,0.98,-1.04,-0.99206
F000002RC6                    ,SPDR Wells Fargo Preferred Stock ETF,SPDRWells FargoPreferred Stock ETF,Fixed Income,0.66,1.22,1.02,1.22,1.17,1.09,-0.68,-0.50905
F0GBR04FXN                    ,SPP Aktiefond Europa,SPP Aktiefond Europa,Fixed Income,1.67,0.69,1.03,1.09,0.99,0.97,0.31,0.42145
F0GBR04M88                    ,SPP Aktiefond Global A,SPP Aktiefond Global,Fixed Income,1.35,0.91,1.38,1.65,0.84,0.72,0.4,0.4441
F0GBR04FXO                    ,SPP Aktiefond Japan,SPP Aktiefond Japan,Fixed Income,0.89,0.93,1.19,0.76,<null>,<null>,<null>,<null>
F0GBR04FXQ                    ,SPP Aktiefond Sverige A,SPP Aktiefond Sverige,Fixed Income,2.22,0.88,1.24,1.02,<null>,<null>,<null>,<null>
F0GBR04FXR                    ,SPP Aktiefond USA,SPP Aktiefond USA,Fixed Income,1.04,1,1.51,2.37,0.94,0.84,0.38,0.44402
F00000LN6Q                    ,SPP Emerging Markets SRI,SPP Emerging Markets SRI,Fixed Income,1.66,0.63,0.67,0.57,0.73,0.74,0.3,0.41038
F00000P19A                    ,State Street EMU Government Bond Index Fund B Acc,SSGA Luxembourg SICAV - State Street EMU Government Bond Index Fund,Fixed Income,0.03,0.64,1.09,1.02,1,1.01,-0.51,-0.53452
F00000HH85                    ,State Street EMU Government Bond Index Fund I Acc,SSGA Luxembourg SICAV - State Street EMU Government Bond Index Fund,Fixed Income,-0.01,0.6,1.05,1.02,1,1.01,-1.66,-1.66428
F00000HH84                    ,State Street EMU Government Bond Index Fund P Acc,SSGA Luxembourg SICAV - State Street EMU Government Bond Index Fund,Fixed Income,-0.05,0.57,1.01,1.02,1,1.01,-2.76,-2.81607
F00000OL6U                    ,State Street Euro Core Treasury Bond Index Fund B Acc,SSGA Luxembourg SICAV - State Street Euro Core Treasury Bond Index,Fixed Income,-0.22,0.51,0.73,0.94,0.97,0.95,-0.57,-1.19435
F00000MTA5                    ,State Street Euro Core Treasury Bond Index Fund I Acc,SSGA Luxembourg SICAV - State Street Euro Core Treasury Bond Index,Fixed Income,-0.27,0.48,0.69,0.94,0.97,0.95,-0.71,-1.31138
F00000ODQN                    ,State Street Euro Core Treasury Bond Index Fund I Inc,SSGA Luxembourg SICAV - State Street Euro Core Treasury Bond Index,Fixed Income,-0.27,0.48,0.69,0.94,0.97,0.95,-0.71,-1.31143
F00000O7SR                    ,State Street Euro Core Treasury Bond Index Fund P Acc,SSGA Luxembourg SICAV - State Street Euro Core Treasury Bond Index,Fixed Income,-0.31,0.45,0.65,0.94,0.97,0.95,-0.84,-1.43099
F00000OL26                    ,State Street Euro Aggregate Corporate Bond Index Fund B Acc,SSGA Luxembourg SICAV - State Street Euro Corporate Bond Index,Fixed Income,0.76,0.87,1.22,1.26,1.11,1.12,0.01,0.09049
F000003ZX9                    ,State Street Euro Aggregate Corporate Bond Index Fund I Acc,SSGA Luxembourg SICAV - State Street Euro Corporate Bond Index,Fixed Income,0.71,0.83,1.18,1.26,1.11,1.12,-0.12,-0.05087
F00000N1JF                    ,State Street Euro Sustainable Corporate Bond Index Fund I EUR Acc,SSGA Luxembourg SICAV - State Street Euro Sustainable Corporate Bond Index Fund,Fixed Income,1.07,0.78,1.16,0.97,1.01,1.05,-0.71,-0.47813
F00000MTA6                    ,State Street Euro Sustainable Corporate Bond Index Fund I EUR Inc,SSGA Luxembourg SICAV - State Street Euro Sustainable Corporate Bond Index Fund,Fixed Income,1.06,0.78,1.16,0.97,1.01,1.05,-0.72,-0.48496
F00000HH86                    ,State Street Global Treasury Bond Index Fund I USD Acc,SSGA Luxembourg SICAV - State Street Global Treasury Bond Index Fund,Fixed Income,-0.28,0.01,-0.2,1.21,1.25,1.2,-0.4,-0.87731
F00000JUFF                    ,State Street Global Treasury Bond Index Fund I USD Acc Hedged,SSGA Luxembourg SICAV - State Street Global Treasury Bond Index Fund,Fixed Income,-0.39,0.67,0.83,0.34,0.33,0.36,0.33,0.60382
F00000J4UP                    ,State Street Global Treasury Bond Index Fund P USD Acc,SSGA Luxembourg SICAV - State Street Global Treasury Bond Index Fund,Fixed Income,-0.3,-0.01,-0.22,1.21,1.25,1.2,-0.5,-0.98573
F00000P1KK                    ,State Street US Issuer Scored Corporate Bond Index Fund I USD,SSGA Luxembourg SICAV - State Street US Issuer Scored Corporate Bond Index Fund,Fixed Income,0.56,0.7,0.58,0.94,0.85,0.88,-0.56,-0.60499
FOUSA00F0N                    ,SSgA S&P 500 Index Fund N Class,SSGA S&P 500 Index Fund,Fixed Income,5.08,1.01,1.5,0.98,0.99,0.99,0.06,-0.27571
F0000003AY                    ,SSgA Asia Pacific exJapan Equity Tracker Acc,SSgA Asia Pacific exJapan Equity Tracker,Fixed Income,1.45,0.89,0.74,0.91,0.75,0.81,0.51,0.28288
F0000003AR                    ,SSgA Europe ex UK Equity Tracker Acc,SSgA Europe ex UK Equity Tracker,Fixed Income,1.64,1.19,1.17,0.77,<null>,<null>,<null>,<null>
F0000003AS                    ,SSgA Japan Equity Tracker Acc,SSgA Japan Equity Tracker Fund,Fixed Income,0.91,1.34,1.34,-0.12,<null>,<null>,<null>,<null>
F0000003AQ                    ,SSgA North America Equity Tracker Acc,SSgA North America Equity Tracker,Fixed Income,1.72,1.59,1.7,0.7,0.52,0.64,0.56,0.32237
F0000003AN                    ,SSgA UK Equity Tracker Acc,SSgA UK Equity Tracker Fund,Fixed Income,1.64,1.01,1.04,1,1,1,0.22,0.32819
F000002CHD                    ,STANLIB ALSI 40 Fund A,STANLIB ALSI 40 Fund,Fixed Income,1.62,0.69,1,1.06,<null>,<null>,<null>,<null>
F000002CWG                    ,STANLIB Index Fund R,STANLIB Index Fund,Fixed Income,1.32,0.61,1.01,0.95,<null>,<null>,<null>,<null>
F00000MBO2                    ,STANLIB SWIX 40 ETF,STANLIB SWIX 40 ETF,Fixed Income,1.47,0.67,1.1,0.98,<null>,<null>,<null>,<null>
F00000MBO1                    ,STANLIB Top 40 ETF,STANLIB Top 40 ETF,Fixed Income,1.69,0.71,1.03,1.05,<null>,<null>,<null>,<null>
F0000003VA                    ,SURA Indizado SA de CV S.I.C. A,SURA Indizado SA de CV S.I.R.V.,Fixed Income,0.37,0.49,0.49,0.89,0.87,0.92,0.05,-0.02103
F00000H55V                    ,SURA Indizado SA de CV S.I.R.V. B1 OE2,SURA Indizado SA de CV S.I.R.V.,Fixed Income,0.3,0.43,0.43,0.89,0.87,0.92,-0.07,-0.14905
F00000H55W                    ,SURA Indizado SA de CV S.I.R.V. B2 OE4,SURA Indizado SA de CV S.I.R.V.,Fixed Income,0.24,0.37,0.37,0.89,0.87,0.92,-0.19,-0.27785
F000000439                    ,SURA Indizado SA de CV S.I.R.V. BDF,SURA Indizado SA de CV S.I.R.V.,Fixed Income,0.13,0.27,0.28,0.89,0.87,0.92,-0.39,-0.47629
F00000H55X                    ,SURA Indizado SA de CV S.I.R.V. BF,SURA Indizado SA de CV S.I.R.V.,Fixed Income,-0.04,0.11,0.13,0.89,0.87,0.92,-0.7,-0.79907
F0GBR04H2N                    ,SWIF Swiss Equity Index CHF A2,SWIF Swiss Equity Index,Fixed Income,3.8,0.65,1.1,1.05,<null>,<null>,<null>,<null>
F0GBR04H2P                    ,SWIF Swiss Equity Index CHF B2,SWIF Swiss Equity Index,Fixed Income,3.82,0.66,1.12,1.05,<null>,<null>,<null>,<null>
F0GBR04H2R                    ,SWIF Swiss Equity Index CHF C2,SWIF Swiss Equity Index,Fixed Income,3.83,0.66,1.12,1.05,<null>,<null>,<null>,<null>
F00000OO49                    ,SWIF Swiss Equity Index CHF D,SWIF Swiss Equity Index,Fixed Income,3.84,0.66,1.13,1.05,<null>,<null>,<null>,<null>
F00000GXEI                    ,SWIF World Bond CHF B2,SWIF World Bond,Fixed Income,0.25,0.3,0.16,0.4,0.17,0.15,0.02,0.00136
F00000GXEJ                    ,SWIF World Bond CHF C2,SWIF World Bond,Fixed Income,0.32,0.37,0.21,0.4,0.17,0.15,0.08,0.04414
F00000OO4D                    ,SWIF World Bond CHF D,SWIF World Bond,Fixed Income,0.33,0.38,0.22,0.4,0.17,0.15,0.09,0.05211
F0GBR04H0P                    ,SWIF World Equity Index CHF A2,SWIF World Equity Index,Fixed Income,3.08,0.82,1.21,1.12,0.94,0.81,0.17,0.1897
F0GBR06GBG                    ,SWIF World Equity Index CHF B1,SWIF World Equity Index,Fixed Income,3.13,0.84,1.24,1.12,0.94,0.81,0.21,0.22888
F0GBR06GBH                    ,SWIF World Equity Index CHF C1,SWIF World Equity Index,Fixed Income,3.13,0.84,1.24,1.12,0.94,0.81,0.22,0.23525
F0GBR06GBJ                    ,SWIF World Equity Index CHF C3,SWIF World Equity Index,Fixed Income,3.09,0.82,1.21,1.12,0.94,0.81,0.18,0.19079
F00000OO4A                    ,SWIF World Equity Index CHF D1,SWIF World Equity Index,Fixed Income,3.14,0.85,1.25,1.12,0.94,0.81,0.22,0.2423
F00000OO4B                    ,SWIF World Equity Index CHF D2,SWIF World Equity Index,Fixed Income,3.12,0.83,1.24,1.12,0.94,0.81,0.2,0.22327
F000005NAP                    ,SWS MU CSI 300 Value Index Fund,SWS MU CSI 300 Value Index Fund,Fixed Income,2.5,0.91,0.77,1.21,0.99,1.03,1.4,1.10633
F00000JR3C                    ,SWS MU Aggressive,SWS MU SZSE Component Index Classification Fund,Fixed Income,0.5,0.83,0.65,7.24,5.58,5.57,0.83,0.64738
F00000JR3B                    ,SWS MU SZSE Component Index Classification Fund,SWS MU SZSE Component Index Classification Fund,Fixed Income,0.4,0.45,0.32,1.09,1.03,1.06,-0.27,-0.41997
F00000JR3D                    ,SWS MU Seniority,SWS MU SZSE Component Index Classification Fund,Fixed Income,2.2,1.51,0.74,0.04,0.03,0.14,-0.29,-0.28129
F00000MT3N                    ,SZSE 300 Value Exchange Trade Fund,SZSE 300 Value Exchange Trade Fund,Fixed Income,1.81,0.81,0.71,1.4,0.96,1.01,0.61,0.66905
F000005GUX                    ,SZSE COMPONENT INDEX FUND/ETF,SZSE COMPONENT INDEX FUND/ETF,Fixed Income,0.6,0.52,0.38,1.14,1.03,1.07,-0.08,-0.25174
F00000JVUB                    ,SZSE Dividend Exchange Trade Fund,SZSE Dividend Exchange Trade Fund,Fixed Income,1.96,1,0.79,1.66,1,1.04,1.07,0.81263
F00000MEZX                    ,SZSE Electronic Info And Media Indus (TMT) 50 Exchange Trade Fund,SZSE Electronic Info And Media Indus (TMT) 50 Exchange Trade Fund,Fixed Income,0.85,0.55,0.73,1.03,0.89,0.86,0.08,0.42176
F00000LJ5B                    ,SZSE Growth 40 Exchange Trade Fund,SZSE Growth 40 Exchange Trade Fund,Fixed Income,0.59,0.58,0.42,0.99,0.74,0.75,0.02,-0.10197
F000000MHA                    ,Saison Vanguard Global Balance Fund,Saison Vanguard Global Balance Fund,Fixed Income,2.97,0.54,1.15,-1.29,0.73,0.79,0.03,-0.22025
F000001KGF                    ,Samsung ABF Korea Index Bond A,Samsung ABF Korea Index Bond,Fixed Income,-1.61,0.41,0.74,1.52,<null>,<null>,<null>,<null>
F00000OYER                    ,Samsung ABF Korea Index Bond Cp,Samsung ABF Korea Index Bond,Fixed Income,-1.71,0.33,0.65,1.52,<null>,<null>,<null>,<null>
F000001KH3                    ,Samsung ABF Korea Index Bond I,Samsung ABF Korea Index Bond,Fixed Income,-1.61,0.41,0.74,1.52,<null>,<null>,<null>,<null>
F000001KHL                    ,Samsung ABF Korea Index Bond R,Samsung ABF Korea Index Bond,Fixed Income,-1.74,0.3,0.62,1.52,<null>,<null>,<null>,<null>
F000002GZ4                    ,Samsung Classic Index Pension Conversion Equity 1 C,Samsung Classic Index Pension Conversion Equity 1,Fixed Income,3.38,1.03,0.57,0.97,<null>,<null>,<null>,<null>
F000005LFV                    ,Samsung For You Samsung Group Value Index Feeder Equity 1 A,Samsung For You Samsung Group Value Index Feeder Equity 1,Fixed Income,2.2,0.4,0.16,1.64,<null>,<null>,<null>,<null>
F000005LFW                    ,Samsung For You Samsung Group Value Index Feeder Equity 1 C1,Samsung For You Samsung Group Value Index Feeder Equity 1,Fixed Income,2.14,0.34,0.1,1.64,<null>,<null>,<null>,<null>
F00000IS5B                    ,Samsung For You Samsung Group Value Index Feeder Equity 1 C2,Samsung For You Samsung Group Value Index Feeder Equity 1,Fixed Income,2.15,0.35,0.11,1.64,<null>,<null>,<null>,<null>
F00000MITO                    ,Samsung For You Samsung Group Value Index Feeder Equity 1 C3,Samsung For You Samsung Group Value Index Feeder Equity 1,Fixed Income,2.16,0.36,0.12,1.64,<null>,<null>,<null>,<null>
F00000OC24                    ,Samsung For You Samsung Group Value Index Feeder Equity 1 C4,Samsung For You Samsung Group Value Index Feeder Equity 1,Fixed Income,2.17,0.37,0.13,1.64,<null>,<null>,<null>,<null>
F000005LFX                    ,Samsung For You Samsung Group Value Index Feeder Equity 1 Ce,Samsung For You Samsung Group Value Index Feeder Equity 1,Fixed Income,2.19,0.38,0.14,1.64,<null>,<null>,<null>,<null>
F000005LFY                    ,Samsung For You Samsung Group Value Index Feeder Equity 1 Cw,Samsung For You Samsung Group Value Index Feeder Equity 1,Fixed Income,2.25,0.45,0.22,1.64,<null>,<null>,<null>,<null>
F000005LFZ                    ,Samsung For You Samsung Group Value Index Feeder Equity 1 RSP,Samsung For You Samsung Group Value Index Feeder Equity 1,Fixed Income,2.18,0.38,0.14,1.64,<null>,<null>,<null>,<null>
F000001GFZ                    ,Samsung Index Premium Equity-Derivatives A,Samsung Index Premium Equity-Derivatives,Fixed Income,3.46,1.13,0.66,1.02,<null>,<null>,<null>,<null>
F000005MF9                    ,Samsung Index Premium Equity-Derivatives C2,Samsung Index Premium Equity-Derivatives,Fixed Income,3.35,1.04,0.57,1.02,<null>,<null>,<null>,<null>
F000002FVW                    ,Samsung Index Premium Equity-Derivatives Ce,Samsung Index Premium Equity-Derivatives,Fixed Income,3.38,1.07,0.6,1.02,<null>,<null>,<null>,<null>
F00000NNL9                    ,Samsung KODEX 10Y F-LKTB ETF,Samsung KODEX 10Y F-LKTB ETF,Fixed Income,-1.7,0.29,0.63,2,<null>,<null>,<null>,<null>
FOUSA0601N                    ,Samsung KODEX 200 ETF,Samsung KODEX 200 ETF,Fixed Income,3.51,1.19,0.73,1.02,<null>,<null>,<null>,<null>
FOUSA0601Q                    ,Samsung KODEX AUTOs ETF,Samsung KODEX AUTOs ETF,Fixed Income,0.17,-0.07,-0.07,0.48,0.28,0.36,-0.45,-0.38832
FOUSA0601S                    ,Samsung KODEX BANKs ETF,Samsung KODEX BANKs ETF,Fixed Income,1.97,0.38,0.47,0.24,0.72,0.78,-0.15,-0.21881
FOUSA06POF                    ,Samsung KODEX China H,Samsung KODEX China H,Fixed Income,2.27,0.45,0.37,0.31,0.72,0.79,-0.49,-0.49635
F000005KXW                    ,Samsung KODEX Constructions ETF[Equity],Samsung KODEX Constructions ETF[Equity],Fixed Income,-0.15,-0.18,-0.31,1.27,1.08,1.36,-0.72,-0.71916
F00000M93P                    ,Samsung KODEX Copper Futures Special Asset ETF,Samsung KODEX Copper Futures Special Asset ETF,Fixed Income,1.52,-0.02,-0.16,0.92,0.91,0.92,-0.22,-0.09805
F000005KXX                    ,Samsung KODEX Energy&Chemicals ETF[EQUITY],Samsung KODEX Energy&Chemicals ETF[EQUITY],Fixed Income,2.23,1.22,0.35,0.26,1.17,1.37,0.92,0.08682
F00000JYW1                    ,Samsung KODEX Gold Futures Special Asset ETF,Samsung KODEX Gold Futures Special Asset ETF,Fixed Income,-0.18,0.1,-0.35,0.94,0.92,0.97,-0.27,0.06388
F00000MEUR                    ,Samsung KODEX Insurance ETF[Equity],Samsung KODEX Insurance ETF[Equity],Fixed Income,0.96,0.43,0.5,-0.08,0.35,0.31,-0.12,-0.34707
FOUSA06POG                    ,Samsung KODEX Japan TOPIX100 ETF,Samsung KODEX Japan TOPIX100 ETF,Fixed Income,1.93,0.83,0.94,0.64,0.58,0.59,-0.05,-0.81645
F00000NRVH                    ,Samsung KODEX KRW Cash ETF,Samsung KODEX KRW Cash ETF,Fixed Income,0.74,4.69,6.53,0.08,<null>,<null>,<null>,<null>
F00000H3ZE                    ,Samsung KODEX Leverage ETF[Equity-Derivatives],Samsung KODEX Leverage ETF[Equity-Derivatives],Fixed Income,3.33,1,0.54,2.1,<null>,<null>,<null>,<null>
F00000O7KJ                    ,Samsung KODEX MSCI Korea ETF[Equity],Samsung KODEX MSCI Korea ETF[Equity],Fixed Income,3.78,1.22,0.75,1.04,<null>,<null>,<null>,<null>
FOUSA06UC5                    ,Samsung KODEX Machinary & Equipment ETF,Samsung KODEX Machinary & Equipment ETF,Fixed Income,-0.08,-0.49,-0.65,0.54,<null>,<null>,<null>,<null>
